전출지별,전입지별,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,,이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명)
,서울특별시,"67,033","63,565","40,803","53,320","61,038","115,149","81,692","76,119","83,411","77,054","83,934","83,487","85,697","92,713","85,798","79,310","70,815","74,350","74,634","55,621","50,923","42,842","36,934","33,383","28,352","26,635","26,741","26,488","24,143","28,912","27,407","26,604","26,741","26,186","26,035","26,996","27,214","27,553","26,659","26,072","23,115","21,674","20,638","19,680","19,841","19,144","18,726","18,582"
,부산광역시,"4,803","4,599","3,857","4,961","7,521","10,430","9,145","9,924","10,831","7,780","8,522","7,921","6,802","7,063","6,545","5,571","5,899","6,388","6,093","3,131","3,157","2,569","2,422","2,087","1,884","1,847","1,915","2,398","2,466","2,615","2,315","2,463","2,273","2,590","2,602","2,707","2,593","2,747","2,785","2,741","2,683","2,881","2,408","2,328","2,920","2,548","2,210","2,303"
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"3,453","3,754","3,834","3,453","3,057","3,646","3,643","3,400","1,757","1,630","1,432","1,341","1,318","1,196","1,393","1,392","1,479","1,584","1,619","1,676","1,570","1,679","1,840","1,658","1,943","1,760","2,039","1,929","2,011","1,849","2,128","1,925","2,038","2,157","1,999","1,780","1,754"
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"13,948","12,101","14,864","15,857","13,834","13,236","15,325","15,054","12,016","12,651","11,859","10,527","9,571","8,812","8,292","8,204","8,471","7,598","8,860","8,449","8,136","9,284","8,544","8,992","8,734","8,595","9,110","8,645","7,899","7,441","7,214","7,180","6,793","6,784","6,636","6,407","6,251"
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"1,425","1,671","1,847","1,016","1,090",976,"1,005",864,775,868,946,"1,397","1,171","1,149","1,134","1,115","1,206","1,224","1,354","1,628","1,580","1,530","1,606","1,644","1,554","1,617","1,489","1,450","1,797","1,468","1,427","1,447"
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"31,199","32,617","32,568","25,886","28,190","26,376","25,953","25,779","28,966","24,948","28,084","25,750","25,347","26,185","28,359","28,460","27,386","26,066","25,609","23,097","21,214","21,341","21,494","18,126","16,502","17,037","15,551","15,298","15,082"
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,943,987,"1,052","1,058","1,017","1,013","1,031","1,081","1,072","1,189","1,231","1,218","1,025","1,044","1,306","1,158","1,376","1,227","1,468","1,136",947
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,514","2,915","6,103","8,384","5,868","6,587"
,경기도,"19,969","23,202","17,362","22,768","24,896","53,818","33,809","35,677","41,919","43,091","43,492","32,414","32,786","42,390","42,274","39,334","41,894","49,213","48,873","38,743","37,746","35,567","32,597","32,604","29,658","29,663","29,913","31,658","28,972","34,752","34,994","36,400","39,866","40,012","39,801","41,960","40,570","41,207","39,780","38,543","37,414","35,482","33,244","31,534","31,925","33,277","32,054","31,357"
,강원도,"3,384","3,940","3,585","4,553","3,217","7,634","4,411","4,253","4,953","3,885","5,193","5,125","4,682","4,988","4,568","4,511","4,017","4,562","4,043","2,401","2,586","2,513","2,105","2,133","2,125","2,337","2,400","2,850","2,861","3,078","2,867","3,173","3,082","3,204","3,518","3,316","3,220","3,414","3,433","3,478","3,507","3,416","3,209","2,972","3,085","3,172","3,022","2,868"
,충청북도,"5,784","6,495","6,776","8,162","8,227","17,313","11,550","11,424","12,105","11,651","15,344","14,186","13,286","14,757","14,310","13,917","14,388","15,416","15,226","7,095","7,380","7,529","6,872","6,723","6,017","6,575","7,097","6,998","7,540","7,448","7,685","7,873","8,238","8,568","10,099","9,378","9,396","9,142","8,925","8,121","7,944","8,297","6,124","5,844","6,266","6,253","5,697","5,828"
,충청남도,"121,675","138,377","125,416","165,914","144,920","315,561","175,247","218,193","231,872","199,068","254,221","243,678","260,221","312,563","314,353","285,338","282,552","298,486","323,524","111,410","114,506","113,540","101,047","116,942","118,477","136,200","128,967","144,861","138,070","151,082","146,393","148,759","155,091","173,068","190,212","178,527","191,574","200,626","204,302","187,758","177,372","179,652","161,743","159,556","165,101","163,496","163,006","161,612"
,전라북도,"4,511","5,174","4,997","6,292","5,253","13,505","8,058","9,081","10,189","8,609","10,602","11,010","9,498","9,517","8,656","8,585","9,259","9,466","9,823","5,023","5,205","4,933","4,411","4,469","3,945","4,395","4,605","5,067","5,143","5,708","5,482","6,295","5,253","6,649","6,275","6,132","6,066","6,794","6,695","6,296","6,125","6,500","5,523","5,595","5,451","5,563","5,278","5,257"
,전라남도,"5,571","1,934","1,907","2,876","2,260","6,488","5,090","4,976","6,686","4,361","6,461","5,389","4,918","5,885","5,975","5,300","3,700","3,976","3,524","2,348","2,037","2,387","1,928","1,571","1,591","1,863","1,936","2,222","2,533","2,549","2,269","2,511","2,261","2,259","2,403","2,875","2,574","2,900","2,711","2,846","2,706","2,794","2,734","2,596","2,618","2,593","2,573","2,481"
,경상북도,"4,848","5,354","5,549","6,175","6,342","14,030","9,160","9,050","10,660","8,795","9,564","6,319","5,219","6,069","5,491","4,728","4,838","5,750","5,621","3,067","2,705","2,624","2,364","2,333","2,256","2,498","2,447","2,548","2,512","3,030","2,647","3,036","2,837","2,955","3,003","3,610","3,399","3,517","3,486","3,663","3,536","3,857","3,362","3,118","3,437","3,554","2,934","2,907"
,경상남도,"2,465","3,058","2,051","2,520","4,450","7,923","5,674","5,772","8,971","7,523","6,837","7,764","7,571","9,022","8,647","6,764","6,178","6,895","8,000","4,311","4,012","5,059","3,755","3,012","2,970","3,020","3,311","2,366","2,596","2,611","2,719","3,317","2,835","3,009","3,384","3,541","3,370","3,748","3,881","3,592","3,313","3,479","3,192","2,894","3,153","3,480","2,867","2,804"
,제주특별자치도,198,275,243,367,371,707,459,415,465,527,525,662,508,878,709,632,599,652,629,386,575,499,394,380,319,384,384,519,504,646,496,553,601,559,622,640,645,683,613,608,731,755,777,862,915,"1,094","1,163","1,270"
전라북도,전국,"228,126","240,338","190,364","238,830","245,518","505,510","323,710","353,025","397,516","341,312","405,854","389,105","387,881","432,712","400,596","392,339","380,222","402,012","405,905","387,521","395,786","377,517","378,542","341,814","325,449","371,479","334,162","340,520","347,956","377,096","372,218","372,854","395,289","400,338","380,880","336,014","346,399","343,831","333,045","318,943","308,237","306,290","275,126","260,395","276,900","264,662","252,607","239,253"
,서울특별시,"71,785","63,688","39,692","55,168","60,827","118,342","83,263","75,212","84,412","82,681","81,268","76,547","77,725","87,024","77,787","69,584","70,106","69,779","68,649","64,950","58,962","49,325","42,451","39,156","33,414","31,316","30,612","29,462","26,167","31,789","32,637","32,590","37,966","30,071","34,874","24,989","25,762","24,810","23,012","21,188","18,777","17,600","17,180","15,495","15,902","14,830","14,993","14,930"
,부산광역시,"6,633","7,100","4,764","6,476","9,731","15,304","11,784","13,927","15,427","11,810","12,350","10,308","8,400","8,071","7,422","6,332","6,605","7,174","6,667","4,880","5,355","3,828","3,287","2,689","2,129","2,182","2,100","1,847","2,048","2,086","2,285","2,159","2,490","2,166","2,577","1,602","1,726","1,683","1,756","1,464","1,518","1,651","1,508","1,471","1,621","1,731","1,582","1,545"
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"2,438","2,213","2,511","2,312","1,932","1,989","1,901","1,659","1,415","1,318","1,277","1,127","1,093","1,045","1,090",974,947,962,"1,037","1,074","1,153","1,233","1,123","1,195",844,939,930,890,898,924,899,"1,033","1,018",880,861,893,816
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"6,034","5,770","6,971","7,072","6,858","6,767","7,877","7,210","7,347","8,134","6,965","6,221","5,854","5,372","5,031","5,066","5,185","4,661","5,719","5,587","6,073","7,858","6,587","7,145","5,408","5,262","5,250","4,840","4,202","3,844","3,987","4,075","3,871","3,588","3,395","3,415","3,516"
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"5,447","5,402","6,541","7,140","7,650","6,525","5,833","5,861","5,506","5,526","5,913","6,276","6,517","7,213","7,143","7,691","9,273","7,131","9,146","6,843","6,960","6,950","7,013","6,644","6,355","6,305","5,896","5,726","6,221","5,660","5,733","5,676"
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"6,033","6,373","6,488","5,669","6,208","5,761","5,849","5,808","5,684","5,118","5,914","6,427","6,699","7,734","7,349","7,752","6,372","6,002","5,690","5,265","4,987","4,814","5,171","4,788","4,509","4,572","4,396","4,303","4,604"
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,840,752,838,838,913,"1,079","1,040","1,125",836,845,792,985,771,743,946,"1,081","1,117","1,099","1,391",832,"1,288"
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,507,497,907,"1,422","1,301","1,551"
,경기도,"14,174","16,009","11,203","12,496","13,411","32,840","19,878","22,033","25,715","25,209","26,980","17,913","17,647","23,764","23,484","22,963","24,285","28,838","28,100","28,336","28,658","25,104","24,530","22,907","20,982","21,458","22,829","22,706","19,953","24,897","26,700","27,541","36,525","33,610","37,245","29,676","29,167","27,593","25,125","22,960","22,008","20,490","20,407","17,786","18,053","17,553","18,083","18,075"
,강원도,"2,042","2,618","1,920","2,145","1,959","6,016","3,221","2,610","3,386","2,119","3,125","2,778","2,368","2,498","2,413","2,630","2,091","2,337","1,786","1,643","1,591","1,390","1,302","1,307","1,360","1,373","1,688","1,581","1,705","1,727","1,640","1,693","1,972","1,915","1,980","1,573","1,511","1,702","1,755","1,568","1,480","1,425","1,438","1,477","1,600","1,616","1,521","1,543"
,충청북도,"1,184","1,463","1,359","1,181","1,197","3,096","1,903","1,781","1,717","1,326","1,807","1,613","1,705","1,863","1,687","1,650","1,706","2,075","1,837","1,805","1,930","1,934","1,924","1,846","1,643","1,671","1,854","1,842","1,999","2,001","1,990","2,295","2,660","2,316","2,517","2,103","2,286","2,306","2,204","1,979","2,216","2,179","1,997","1,939","2,256","2,271","2,159","2,195"
,충청남도,"12,842","8,101","6,527","7,900","8,005","18,387","11,401","11,595","13,064","10,184","12,920","11,043","11,209","11,693","12,017","11,848","11,381","12,405","12,715","5,316","5,584","5,218","4,789","4,677","4,282","5,376","5,497","5,742","5,446","5,659","5,990","6,031","6,954","7,335","9,709","7,541","6,984","7,427","7,348","6,810","6,514","6,689","6,150","5,931","6,067","6,259","6,096","6,156"
,전라북도,"104,671","126,915","112,660","137,823","132,220","271,325","164,485","197,471","215,351","179,722","234,042","233,125","235,230","261,030","238,920","244,075","232,559","245,399","254,064","243,482","254,933","255,310","269,177","239,279","233,188","279,534","240,718","247,737","261,890","276,036","268,054","265,565","266,447","287,409","252,618","237,072","248,211","247,650","242,371","234,785","228,881","228,836","199,254","189,665","203,725","193,076","181,657","167,338"
,전라남도,"8,043","8,126","6,299","8,881","8,935","21,522","16,195","15,599","19,893","13,480","19,255","15,809","15,677","16,120","15,766","14,084","8,527","8,965","7,952","7,890","7,863","6,881","6,033","5,698","5,604","5,621","6,040","6,551","6,632","7,547","7,317","7,764","7,987","7,238","7,552","6,352","6,239","6,433","5,866","6,116","5,745","5,579","5,363","5,452","5,770","5,304","5,496","5,458"
,경상북도,"4,319","3,799","3,370","3,898","4,718","9,915","5,627","6,164","7,912","5,983","6,727","4,030","2,753","2,700","2,654","2,471","2,436","2,910","2,406","1,926","1,924","1,718","1,690","1,665","1,497","1,773","1,603","1,499","1,487","1,631","1,630","1,588","1,817","1,690","1,819","1,738","1,530","1,526","1,488","1,591","1,569","1,583","1,598","1,545","1,499","1,508","1,381","1,339"
,경상남도,"2,103","2,132","2,136","2,433","4,124","7,758","5,450","6,094","10,051","8,274","6,764","6,875","6,566","7,701","8,302","7,323","5,704","6,323","5,696","4,716","4,742","4,892","3,851","3,060","3,125","3,062","2,876","1,934","1,977","2,191","2,142","2,345","2,482","2,611","2,839","2,333","2,226","2,478","2,493","2,400","2,291","2,342","2,216","2,171","2,316","2,329","2,045","2,109"
,제주특별자치도,330,387,434,429,391,"1,005",503,539,588,524,616,592,618,766,760,589,619,627,623,642,769,662,658,514,541,617,584,687,642,811,764,754,812,747,787,732,749,611,634,580,558,608,635,725,824,"1,060","1,117","1,114"
전라남도,전국,"263,908","329,442","259,182","360,474","397,292","705,568","497,144","537,331","620,706","553,662","686,232","620,131","623,279","739,084","658,416","639,179","417,929","477,865","462,452","426,507","442,388","420,570","389,969","354,854","310,291","350,404","322,229","315,452","329,903","379,576","359,049","357,416","362,799","362,685","308,825","304,419","308,961","303,752","291,224","288,476","275,661","266,461","244,080","246,635","260,874","246,168","237,337","230,551"
,서울특별시,"75,871","70,920","41,044","59,763","69,361","125,081","94,332","87,967","102,247","93,911","108,902","99,493","98,804","115,465","101,745","91,110","71,265","89,924","82,769","76,407","72,856","62,796","53,855","48,984","39,337","36,069","33,520","31,291","27,762","37,648","33,517","33,062","30,672","30,501","25,478","22,988","24,534","23,129","20,442","19,007","17,766","16,298","15,818","14,595","14,607","13,884","14,568","13,665"
,부산광역시,"9,635","10,964","8,170","11,090","18,149","24,302","23,475","27,509","31,308","29,813","28,727","26,056","24,637","27,319","25,091","21,111","19,410","22,471","18,398","14,100","13,803","11,981","10,162","8,636","6,486","5,772","5,423","5,155","4,814","6,688","5,466","5,399","4,862","4,897","3,903","3,649","3,693","3,572","3,319","3,454","3,184","3,201","3,226","3,148","3,278","3,308","3,279","3,184"
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"2,503","2,698","3,149","2,866","2,336","2,052","2,169","1,667","1,523","1,445","1,179","1,285","1,108",970,989,959,"1,047",883,"1,155","1,063","1,104",997,"1,082",904,885,867,888,960,809,825,838,876,986,921,873,959,905
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"9,666","8,856","11,411","11,298","10,900","9,346","11,212","9,597","10,287","11,418","10,685","9,610","8,313","7,260","6,777","6,301","6,010","5,291","7,903","6,859","6,976","6,673","6,622","5,545","5,095","5,097","5,614","4,604","4,058","4,189","3,966","3,819","3,482","3,557","3,496","3,537","3,466"
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"68,525","65,641","83,145","76,573","75,179","76,199","61,699","52,110","48,919","50,905","47,696","50,135","51,559","63,049","62,634","59,905","58,716","58,612","51,495","47,908","51,258","47,695","45,417","45,675","43,153","40,669","36,882","35,498","38,942","37,578","34,507","33,884"
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"2,147","2,614","2,912","2,333","2,460","2,159","2,028","2,227","2,244","2,092","2,793","2,785","2,717","2,679","2,746","2,598","2,357","2,430","2,195","1,961","2,013","1,977","2,149","2,109","1,833","2,026","2,019","2,005","2,000"
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,297","1,285","1,464","1,349","1,492","1,379","1,415","1,101","1,136","1,229","1,071","1,120",905,977,"1,117","1,031","1,073","1,041","1,158",977,889
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,267,262,402,699,641,717
,경기도,"15,123","18,408","13,381","15,728","17,465","41,305","26,918","28,351","35,580","34,955","40,030","26,488","25,637","35,279","33,641","33,651","29,505","37,096","31,986","33,185","34,311","32,026","29,130","26,858","22,779","23,081","23,358","23,139","20,390","29,090","26,998","27,773","28,458","30,860","26,265","25,222","25,797","24,357","20,611","19,562","19,701","17,645","17,420","15,650","15,658","15,749","16,012","15,149"
,강원도,"2,217","3,010","2,389","3,456","2,926","6,969","3,883","3,774","4,302","2,949","4,806","4,559","4,254","4,593","4,184","3,786","2,906","3,084","2,043","1,812","1,821","1,572","1,634","1,472","1,298","1,549","1,748","1,879","2,010","2,403","2,130","2,195","2,032","2,211","2,030","1,740","1,734","1,776","1,767","1,621","1,773","1,562","1,485","1,505","1,533","1,601","1,519","1,478"
,충청북도,"1,277","1,108","1,205","1,108","1,322","3,300","1,933","1,869","1,929","1,641","2,131","1,820","1,933","2,444","2,129","2,020","1,615","1,868","1,517","1,473","1,735","1,805","1,812","1,488","1,378","1,261","1,433","1,490","1,535","1,713","1,945","1,634","1,591","1,735","1,524","1,343","1,557","1,505","1,407","1,390","1,345","1,411","1,317","1,200","1,336","1,442","1,472","1,480"
,충청남도,"5,713","4,154","3,415","3,711","3,851","11,274","7,080","6,506","7,897","5,383","6,712","5,964","6,091","6,845","6,874","6,892","4,630","5,743","5,224","2,486","3,331","3,147","2,480","2,354","2,029","2,532","2,792","2,761","2,500","2,973","2,883","3,027","3,225","3,495","4,504","3,672","3,482","3,741","3,541","3,560","3,928","3,892","3,356","3,449","3,090","3,389","3,381","3,523"
,전라북도,"7,292","8,923","7,585","9,641","8,524","20,230","12,494","12,949","14,425","11,343","14,447","14,446","13,312","14,995","13,466","13,006","8,554","9,589","8,329","7,441","8,142","7,780","7,335","7,146","5,976","6,215","6,377","6,324","6,810","7,763","8,207","9,345","7,112","9,186","6,714","6,278","6,548","6,462","6,071","6,112","6,097","6,266","5,800","5,511","5,584","5,551","5,970","5,893"
,전라남도,"137,252","200,362","172,986","245,116","261,202","445,600","308,898","349,360","397,298","350,491","455,908","409,146","417,911","495,203","435,770","434,421","184,300","211,010","203,166","186,546","202,552","195,947","196,353","183,090","162,254","203,674","181,231","175,091","195,148","205,389","194,566","193,757","206,229","200,840","168,979","174,474","172,922","173,811","172,644","172,919","163,343","159,553","143,423","151,466","161,491","147,703","140,958","137,172"
,경상북도,"4,377","4,778","3,572","4,039","4,721","10,416","6,849","6,708","8,444","6,875","7,691","4,573","3,698","4,031","4,016","4,229","4,287","4,270","3,342","2,737","2,808","2,640","3,478","3,282","2,960","2,656","2,166","2,085","1,987","2,692","2,634","2,813","2,143","2,105","1,878","2,049","2,161","1,806","1,644","1,724","1,913","1,983","1,762","1,769","1,824","1,826","1,795","1,745"
,경상남도,"3,709","4,633","3,372","4,121","6,540","11,648","8,048","9,395","14,109","13,170","12,802","11,958","12,595","14,204","14,156","13,073","9,404","11,448","9,316","7,905","8,092","7,862","6,853","5,874","5,132","5,543","5,644","4,135","4,370","5,073","4,533","4,724","4,471","4,941","4,523","4,404","4,558","4,984","4,696","4,671","4,461","4,950","4,427","4,160","4,410","4,551","4,357","3,977"
,제주특별자치도,"1,442","2,182","2,063","2,701","3,231","5,443","3,234","2,943","3,167","3,131","4,076","3,459","2,853","4,146","3,180","2,644","2,130","2,340","1,953","1,885","2,281","2,039","1,950","1,679","1,354","1,353","1,354","1,369","1,467","1,780","1,480","1,493","1,560","1,437","1,384","1,219","1,094","1,146","1,020",996,"1,029",961,"1,062","1,048","1,174","1,341","1,400","1,424"
경상북도,전국,"470,142","528,111","533,098","630,214","612,614","1,324,401","798,110","916,540","1,010,019","956,670","1,046,803","519,607","497,800","540,076","503,995","476,059","489,606","521,249","512,956","475,285","486,953","496,337","442,454","436,837","411,211","424,533","410,502","401,893","387,613","437,240","406,344","402,131","415,867","407,839","387,685","386,228","394,805","395,536","377,397","375,551","358,127","358,695","340,222","330,983","338,029","345,307","318,803","316,642"
,서울특별시,"59,129","63,329","41,532","61,129","67,374","124,398","87,716","79,224","88,334","79,620","78,249","56,964","58,033","64,647","55,035","46,895","45,744","46,427","46,581","43,196","38,243","34,900","30,531","27,311","23,377","21,871","21,493","20,966","19,243","23,112","23,599","22,542","24,290","23,030","21,044","21,229","22,113","22,286","20,524","19,784","18,395","17,319","17,694","16,561","16,796","16,478","16,087","15,681"
,부산광역시,"28,676","26,649","19,197","26,186","40,070","66,996","49,645","55,502","56,472","48,592","51,067","33,673","31,988","34,187","31,955","26,419","26,300","29,224","25,940","22,315","20,350","17,909","15,457","13,306","11,448","10,820","11,123","11,011","10,658","11,959","10,732","10,492","10,638","10,888","9,636","10,441","9,679","10,365","9,617","9,370","9,135","9,091","9,519","9,209","10,514","10,473","9,284","8,896"
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"100,022","94,916","96,023","94,532","90,863","84,729","92,353","98,845","89,978","81,159","81,064","72,784","69,064","68,560","58,337","57,427","57,653","57,026","63,246","59,687","55,853","59,657","63,221","54,467","53,242","52,816","51,480","49,788","49,521","46,132","44,089","43,587","42,776","47,044","43,828","39,505","39,231"
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"5,986","4,920","6,145","6,169","5,563","5,365","6,177","5,495","5,647","6,296","5,897","5,206","4,655","4,489","4,094","3,912","4,359","3,938","4,310","4,370","4,522","4,752","4,433","4,222","4,411","4,227","4,729","4,084","3,772","4,320","4,171","4,043","3,773","3,938","3,773","3,557","3,488"
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"1,055",961,"1,587","1,172","1,196","1,058",830,867,814,647,729,775,874,848,944,738,967,870,877,887,836,829,781,782,830,768,793,772,847,920,731,784
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"3,123","3,616","3,903","3,407","3,684","3,170","3,227","3,247","3,443","3,201","3,729","3,949","4,030","4,163","4,470","4,213","4,081","3,938","3,873","3,413","3,373","3,474","3,690","3,641","3,433","3,419","3,508","3,543","3,473"
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"9,373","7,899","8,830","8,846","9,545","9,562","9,711","9,490","9,595","9,270","9,479","9,876","8,289","8,024","8,086","8,242","7,685","8,281","8,642","6,907","6,386"
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,347,353,602,977,829,"1,008"
,경기도,"14,210","13,239","10,699","14,129","15,272","29,801","21,839","22,494","26,663","24,559","26,496","15,122","15,518","20,448","19,903","18,381","19,891","23,126","22,224","21,951","21,852","21,168","20,067","18,613","17,457","17,452","17,797","18,624","17,108","20,095","21,345","21,680","23,595","24,003","24,060","26,060","25,252","23,632","21,775","24,359","23,319","21,565","21,521","19,815","19,128","20,107","19,698","19,731"
,강원도,"10,325","10,512","8,500","11,059","10,102","22,080","14,349","14,624","15,761","12,630","16,371","12,852","11,674","11,448","10,980","10,459","8,920","8,368","6,830","6,109","5,987","5,708","5,321","4,823","4,550","4,642","4,639","4,999","4,927","5,314","4,556","4,695","4,770","4,977","4,568","4,361","4,353","4,589","4,104","4,006","3,807","3,825","3,913","3,943","3,903","4,069","3,815","3,474"
,충청북도,"5,155","5,340","4,498","4,759","4,705","9,232","7,633","7,221","7,163","7,063","8,379","5,863","5,255","5,987","5,597","5,514","5,195","5,428","4,987","4,944","5,089","5,466","5,124","4,703","3,919","4,070","4,247","4,515","4,535","4,668","4,511","4,495","4,587","4,587","4,804","4,660","4,400","4,541","4,343","4,353","4,290","4,129","4,191","3,927","4,112","4,225","4,141","4,044"
,충청남도,"4,623","4,893","3,633","4,422","4,464","11,766","7,908","8,182","9,459","7,467","8,740","6,107","5,858","6,383","5,994","6,093","5,904","6,001","5,958","2,792","3,057","3,062","2,673","2,580","2,286","2,744","3,292","3,597","2,948","3,584","3,186","3,433","3,734","4,295","5,745","4,645","4,545","4,999","4,959","5,165","4,880","4,750","4,988","4,464","4,567","4,511","3,969","4,246"
,전라북도,"1,540","1,701","1,742","1,912","1,624","4,888","3,122","3,424","4,146","3,349","4,811","2,645","2,238","2,643","2,348","2,077","2,158","2,038","1,705","1,642","1,760","1,862","1,593","1,528","1,428","1,442","1,535","1,488","1,785","1,720","1,325","1,806","1,368","1,837","1,435","1,608","1,390","1,605","1,474","1,621","1,499","1,474","1,505","1,455","1,411","1,570","1,396","1,390"
,전라남도,"2,105","2,102","1,991","2,725","2,412","6,199","5,972","4,979","7,127","4,699","7,096","4,267","3,954","4,318","4,972","6,356","8,057","5,942","4,699","4,278","4,322","3,761","2,878","1,869","1,826","2,294","2,398","3,001","2,877","2,614","2,027","1,954","1,768","1,919","1,752","1,600","1,784","1,882","1,766","1,877","1,755","1,792","1,796","1,605","1,830","1,797","1,785","1,688"
,경상북도,"326,668","384,273","427,599","484,785","442,652","1,003,878","565,093","683,083","747,774","727,036","804,100","246,552","235,143","256,873","233,424","227,858","250,749","267,105","259,298","241,341","267,813","284,168","254,638","264,207","249,181","274,738","259,665","248,911","241,023","272,632","247,544","245,997","251,543","238,194","230,852","227,819","238,565","238,805","229,333","228,016","217,642","223,534","204,248","201,206","201,259","209,109","193,354","193,235"
,경상남도,"17,419","15,586","13,236","18,595","23,425","44,177","33,984","37,103","46,366","40,911","40,457","28,784","27,591","30,042","32,282","28,942","24,786","27,376","28,095","26,061","25,293","25,592","21,177","18,934","18,054","17,513","18,290","8,444","8,614","9,600","8,869","9,461","9,674","10,538","9,621","10,699","10,817","11,656","10,781","10,499","9,838","9,623","9,355","9,092","9,413","10,089","8,826","8,530"
,제주특별자치도,292,487,471,513,514,986,849,704,754,744,"1,037",770,712,932,804,639,753,723,712,736,920,819,768,693,652,642,708,734,957,979,854,888,799,866,899,890,820,786,779,764,787,789,839,914,965,"1,231","1,376","1,357"
경상남도,전국,"299,797","298,292","244,230","341,498","413,442","631,217","482,042","509,366","609,162","566,651","611,934","592,803","612,405","676,040","668,961","638,365","648,804","706,972","686,708","649,055","686,266","701,394","722,095","645,680","664,230","666,040","663,846","459,423","480,343","500,126","472,407","463,651","507,244","519,594","479,692","487,733","495,419","483,599","474,327","474,110","478,709","469,223","417,328","423,864","456,164","450,279","410,180","409,200"
,서울특별시,"40,077","43,468","27,238","39,862","44,321","81,239","64,652","52,106","61,217","53,422","50,031","51,212","53,552","60,327","51,638","45,265","44,010","38,264","40,024","37,739","33,391","30,350","28,314","27,233","23,661","22,504","22,748","17,468","16,292","19,641","20,015","19,282","19,592","20,269","19,591","19,367","20,437","20,859","19,890","19,615","18,680","18,329","18,230","16,841","17,144","16,781","17,169","17,312"
,부산광역시,"64,731","66,686","56,514","81,930","99,493","131,273","112,811","111,801","133,113","112,395","114,379","107,902","104,900","104,564","103,591","98,126","101,783","107,472","104,887","88,257","79,341","78,080","73,458","69,577","63,036","60,895","62,358","51,212","51,101","58,311","52,156","51,069","56,964","62,977","55,724","54,348","53,223","52,894","50,369","50,521","49,798","51,166","46,996","46,232","50,672","51,578","46,877","47,218"
